cluster,sessionID
1,1_1_179_783_2018-11-13 15:31:17.657123
0,1_1_179_798_2018-11-13 15:32:37.648342
1,1_1_191_807_2018-11-13 15:33:13.048620
1,1_1_179_801_2018-11-13 15:35:08.246597
1,1_1_191_795_2018-11-13 15:40:00.838149
0,1_1_191_812_2018-11-13 15:41:50.945325
1,1_1_179_779_2018-11-13 15:41:54.284767
1,1_1_191_782_2018-11-13 15:42:29.447735
1,1_1_191_806_2018-11-13 15:44:26.575693
1,1_1_179_813_2018-11-13 15:47:06.715214
2,1_1_191_803_2018-11-13 15:55:34.838058
1,1_1_191_811_2018-11-13 15:57:06.696767
1,1_1_191_792_2018-11-13 15:59:11.113315
1,1_1_191_808_2018-11-13 15:59:56.137194
0,1_1_191_784_2018-11-13 16:02:52.965706
0,1_1_191_793_2018-11-13 16:02:53.794530
0,1_1_191_786_2018-11-13 16:03:42.344875
1,1_1_191_804_2018-11-13 16:11:35.945783
2,1_1_178_817_2018-11-13 19:55:51.521765
2,1_1_191_786_2018-11-13 20:10:53.617740
2,1_1_191_780_2018-11-13 20:13:48.293756
0,1_1_191_793_2018-11-13 20:19:24.074228
2,1_1_191_803_2018-11-13 20:22:29.773174
2,1_1_179_800_2018-11-13 20:36:15.715379
2,1_1_193_827_2018-11-13 21:46:07.324459
2,1_1_194_821_2018-11-13 22:44:43.626823
2,1_1_193_820_2018-11-13 23:35:10.928358
2,1_1_193_825_2018-11-13 23:36:51.616997
2,1_1_179_790_2018-11-13 23:40:53.484819
2,1_1_193_819_2018-11-13 23:55:47.686492
2,1_1_179_798_2018-11-14 00:15:41.757757
2,1_1_178_823_2018-11-14 00:22:24.987860
2,1_1_178_828_2018-11-14 01:23:50.392648
1,1_1_193_827_2018-11-14 12:39:28.588814
1,1_1_178_823_2018-11-14 13:44:56.129970
1,1_1_191_789_2018-11-14 13:45:45.859998
1,1_1_194_821_2018-11-14 13:50:28.211310
1,1_1_193_819_2018-11-14 14:04:21.567289
1,1_1_178_824_2018-11-14 14:13:19.152248
1,1_1_193_820_2018-11-14 14:13:37.571429
0,1_1_179_796_2018-11-14 14:16:44.101478
1,1_1_193_829_2018-11-14 14:21:27.420158
1,1_1_191_802_2018-11-14 14:23:33.070416
0,1_1_194_826_2018-11-14 14:24:11.717996
1,1_1_178_828_2018-11-14 14:26:15.690963
0,1_1_179_810_2018-11-14 14:27:49.879170
0,1_1_178_817_2018-11-14 14:32:42.944415
1,1_1_179_799_2018-11-14 14:37:36.191714
0,1_1_193_825_2018-11-14 14:37:54.300293
0,1_1_193_816_2018-11-14 14:42:13.399429
0,1_1_194_818_2018-11-14 14:42:17.489124
1,1_1_179_791_2018-11-14 14:51:33.939900
1,1_1_179_815_2018-11-14 14:54:02.032431
1,1_1_179_797_2018-11-14 14:55:27.244403
1,1_1_194_822_2018-11-14 14:55:47.339224
1,1_1_179_813_2018-11-14 14:56:32.087050
0,1_1_179_783_2018-11-14 15:00:29.288787
0,1_1_191_803_2018-11-14 15:00:43.689844
0,1_1_179_798_2018-11-14 15:01:53.485004
0,1_1_179_788_2018-11-14 15:13:39.670771
1,1_1_179_809_2018-11-14 15:14:53.700019
1,1_1_191_795_2018-11-14 15:22:20.015783
1,1_1_191_785_2018-11-14 15:24:10.046468
0,1_1_179_777_2018-11-14 15:31:25.752466
1,1_1_179_781_2018-11-14 15:40:35.360260
1,1_1_179_779_2018-11-14 15:44:39.790466
1,1_1_179_794_2018-11-14 15:50:55.535302
1,1_1_191_811_2018-11-14 15:52:46.615804
0,1_1_191_792_2018-11-14 15:55:26.496776
1,1_1_179_790_2018-11-14 15:57:59.185783
2,1_1_179_787_2018-11-14 15:59:31.903435
0,1_1_191_812_2018-11-14 16:02:16.234543
1,1_1_191_807_2018-11-14 16:02:37.682361
0,1_1_191_784_2018-11-14 16:09:42.646156
2,1_1_191_806_2018-11-14 16:13:31.584674
1,1_1_191_793_2018-11-14 16:15:02.586953
0,1_1_191_805_2018-11-14 16:17:28.686771
2,1_1_191_780_2018-11-14 16:21:09.765323
1,1_1_191_808_2018-11-14 16:28:37.277318
1,1_1_191_804_2018-11-14 16:30:26.965693
0,1_1_191_786_2018-11-14 16:34:48.230178
0,1_1_191_780_2018-11-14 18:07:49.390436
2,1_1_193_829_2018-11-14 19:16:24.802317
2,1_1_179_801_2018-11-14 19:48:35.326346
2,1_1_194_826_2018-11-14 19:52:50.885955
2,1_1_179_800_2018-11-14 19:56:31.307279
2,1_1_179_787_2018-11-14 19:58:00.162475
2,1_1_193_829_2018-11-14 20:13:56.886892
2,1_1_191_805_2018-11-14 20:25:07.487394
2,1_1_191_806_2018-11-14 21:11:34.335292
2,1_1_191_811_2018-11-14 21:44:48.913575
2,1_1_194_821_2018-11-14 22:31:25.918812
1,1_1_193_820_2018-11-14 23:02:24.228093
2,1_1_193_827_2018-11-14 23:13:00.372673
2,1_1_194_822_2018-11-15 00:43:20.578729
2,1_1_178_823_2018-11-15 02:29:53.337074
1,1_1_178_823_2018-11-15 13:47:05.580982
1,1_1_191_789_2018-11-15 14:00:44.795553
1,1_1_193_819_2018-11-15 14:12:13.384511
1,1_1_194_821_2018-11-15 14:12:20.153044
1,1_1_193_820_2018-11-15 14:14:20.642551
1,1_1_178_828_2018-11-15 14:24:25.433882
1,1_1_194_826_2018-11-15 14:25:53.594588
0,1_1_178_817_2018-11-15 14:33:05.782863
1,1_1_193_827_2018-11-15 14:36:10.595106
1,1_1_191_785_2018-11-15 14:36:32.862371
0,1_1_179_799_2018-11-15 14:39:14.893446
0,1_1_179_810_2018-11-15 14:39:26.199404
1,1_1_194_822_2018-11-15 14:43:18.280747
1,1_1_193_825_2018-11-15 14:43:36.308231
0,1_1_191_802_2018-11-15 14:47:31.230487
0,1_1_179_787_2018-11-15 14:53:54.310368
1,1_1_179_788_2018-11-15 14:56:39.446045
1,1_1_179_791_2018-11-15 14:57:43.911124
1,1_1_179_809_2018-11-15 14:58:43.718024
1,1_1_179_800_2018-11-15 14:58:44.147509
0,1_1_193_816_2018-11-15 15:05:21.924358
0,1_1_178_824_2018-11-15 15:05:54.672098
0,1_1_179_777_2018-11-15 15:15:39.173709
0,1_1_179_781_2018-11-15 15:18:34.532974
2,1_1_193_829_2018-11-15 15:18:42.701490
1,1_1_191_795_2018-11-15 15:20:33.044291
1,1_1_179_783_2018-11-15 15:22:56.972852
0,1_1_191_782_2018-11-15 15:28:32.973220
0,1_1_179_790_2018-11-15 15:31:28.275277
0,1_1_191_812_2018-11-15 15:38:21.574856
1,1_1_179_815_2018-11-15 15:39:01.164418
0,1_1_179_813_2018-11-15 15:41:48.447528
1,1_1_179_794_2018-11-15 15:41:51.305754
1,1_1_191_807_2018-11-15 15:41:53.369109
1,1_1_179_798_2018-11-15 15:42:25.314952
1,1_1_179_779_2018-11-15 15:46:22.276221
1,1_1_191_803_2018-11-15 15:51:07.070263
1,1_1_191_806_2018-11-15 15:57:01.894558
1,1_1_191_792_2018-11-15 15:57:05.133270
1,1_1_191_811_2018-11-15 15:59:28.519027
1,1_1_191_805_2018-11-15 15:59:34.760909
1,1_1_191_808_2018-11-15 16:00:14.261651
1,1_1_179_797_2018-11-15 16:04:03.301096
1,1_1_191_793_2018-11-15 16:06:18.200958
0,1_1_191_784_2018-11-15 16:07:00.833646
1,1_1_191_786_2018-11-15 16:11:08.999421
0,1_1_191_804_2018-11-15 16:11:19.730200
2,1_1_193_820_2018-11-15 19:28:09.386848
1,1_1_179_790_2018-11-15 19:28:33.051206
2,1_1_191_784_2018-11-15 19:50:46.628288
2,1_1_193_829_2018-11-15 20:03:21.865773
2,1_1_179_801_2018-11-15 20:53:32.927457
2,1_1_178_824_2018-11-15 21:06:28.914078
2,1_1_194_821_2018-11-15 22:05:56.570793
2,1_1_179_809_2018-11-15 22:58:18.673037
2,1_1_179_813_2018-11-15 23:29:32.903130
2,1_1_178_823_2018-11-16 00:11:14.111763
2,1_1_178_823_2018-11-16 02:08:16.274395
1,1_1_193_827_2018-11-16 13:26:21.003421
1,1_1_191_789_2018-11-16 13:39:12.318915
1,1_1_178_823_2018-11-16 13:46:01.954595
1,1_1_194_821_2018-11-16 13:56:06.604094
1,1_1_194_826_2018-11-16 13:59:48.757996
1,1_1_193_829_2018-11-16 14:00:20.537126
1,1_1_178_828_2018-11-16 14:01:18.203769
1,1_1_193_820_2018-11-16 14:04:56.908147
0,1_1_194_818_2018-11-16 14:10:04.438368
1,1_1_193_819_2018-11-16 14:13:15.714946
1,1_1_178_817_2018-11-16 14:15:25.090053
2,1_1_179_815_2018-11-16 14:15:48.877486
1,1_1_193_816_2018-11-16 14:17:47.327963
0,1_1_178_824_2018-11-16 14:22:21.088725
1,1_1_191_785_2018-11-16 14:23:24.310449
0,1_1_179_796_2018-11-16 14:24:52.105901
1,1_1_179_787_2018-11-16 14:25:35.560835
1,1_1_179_781_2018-11-16 14:45:28.096027
0,1_1_179_799_2018-11-16 14:53:20.057559
1,1_1_193_825_2018-11-16 14:59:02.059044
0,1_1_179_813_2018-11-16 14:59:46.256033
0,1_1_179_798_2018-11-16 15:03:20.968400
1,1_1_191_795_2018-11-16 15:05:26.068723
1,1_1_179_777_2018-11-16 15:12:33.290432
0,1_1_179_791_2018-11-16 15:14:59.827360
1,1_1_179_783_2018-11-16 15:15:19.596890
0,1_1_179_794_2018-11-16 15:17:06.966767
1,1_1_179_797_2018-11-16 15:23:11.809265
1,1_1_191_802_2018-11-16 15:25:44.937894
0,1_1_179_779_2018-11-16 15:26:32.100129
1,1_1_191_807_2018-11-16 15:27:55.637587
0,1_1_179_790_2018-11-16 15:30:43.682170
1,1_1_179_788_2018-11-16 15:34:41.748665
1,1_1_191_782_2018-11-16 15:37:16.837151
1,1_1_179_810_2018-11-16 15:42:08.954205
0,1_1_191_780_2018-11-16 15:42:35.728040
0,1_1_191_803_2018-11-16 15:46:48.807759
0,1_1_179_809_2018-11-16 15:48:14.507927
1,1_1_179_801_2018-11-16 15:48:59.641985
2,1_1_191_804_2018-11-16 15:49:59.186784
0,1_1_191_786_2018-11-16 15:53:01.318106
1,1_1_191_812_2018-11-16 15:54:03.119661
1,1_1_191_806_2018-11-16 15:59:42.947841
1,1_1_191_792_2018-11-16 16:00:41.837752
1,1_1_191_811_2018-11-16 16:01:10.936784
1,1_1_191_805_2018-11-16 16:03:11.330810
0,1_1_191_784_2018-11-16 16:07:39.861646
0,1_1_191_793_2018-11-16 16:10:38.018793
1,1_1_191_808_2018-11-16 17:18:03.482896
2,1_1_193_829_2018-11-16 19:20:48.767705
2,1_1_179_790_2018-11-16 19:48:11.241997
0,1_1_194_822_2018-11-16 19:49:45.273338
0,1_1_179_796_2018-11-16 20:14:41.812597
2,1_1_191_802_2018-11-16 20:24:23.184117
1,1_1_179_797_2018-11-16 20:32:24.634096
2,1_1_179_809_2018-11-16 20:34:08.393123
2,1_1_191_784_2018-11-16 20:37:48.333721
2,1_1_179_801_2018-11-16 20:48:52.924448
2,1_1_191_804_2018-11-16 20:50:04.084067
2,1_1_179_815_2018-11-16 20:57:25.650417
0,1_1_178_817_2018-11-16 21:19:00.141585
2,1_1_191_812_2018-11-16 21:20:24.385748
2,1_1_193_816_2018-11-16 21:45:07.263636
0,1_1_179_783_2018-11-16 21:48:32.622565
2,1_1_191_780_2018-11-16 22:22:46.497742
2,1_1_194_821_2018-11-16 23:19:45.766703
2,1_1_193_827_2018-11-16 23:22:10.935140
2,1_1_193_820_2018-11-16 23:32:40.189099
2,1_1_178_824_2018-11-17 00:06:21.546127
2,1_1_193_827_2018-11-17 00:07:39.427665
2,1_1_193_819_2018-11-17 02:39:37.766243
2,1_1_178_823_2018-11-17 13:45:02.495776
2,1_1_193_819_2018-11-17 18:05:01.710519
2,1_1_178_828_2018-11-17 20:16:23.247538
2,1_1_178_823_2018-11-17 21:00:52.602303
2,1_1_178_828_2018-11-18 00:32:12.272969
0,1_1_194_826_2018-11-18 15:18:12.837330
2,1_1_178_823_2018-11-18 17:01:16.300000
2,1_1_178_817_2018-11-19 00:02:17.653963
1,1_1_191_789_2018-11-19 13:41:26.308247
1,1_1_178_823_2018-11-19 13:45:44.584365
0,1_1_179_790_2018-11-19 13:56:24.405711
1,1_1_191_785_2018-11-19 14:00:43.582297
1,1_1_193_829_2018-11-19 14:05:09.484106
1,1_1_193_827_2018-11-19 14:12:25.542372
1,1_1_193_819_2018-11-19 14:14:16.743423
0,1_1_193_825_2018-11-19 14:18:36.233282
1,1_1_179_781_2018-11-19 14:32:06.293499
1,1_1_179_815_2018-11-19 14:35:37.621679
1,1_1_193_820_2018-11-19 14:41:34.781382
1,1_1_178_828_2018-11-19 14:54:05.794155
0,1_1_179_799_2018-11-19 15:01:27.708709
0,1_1_179_787_2018-11-19 15:03:00.569215
0,1_1_178_824_2018-11-19 15:03:48.658590
1,1_1_191_812_2018-11-19 15:04:30.778740
1,1_1_193_816_2018-11-19 15:05:50.977973
0,1_1_194_822_2018-11-19 15:08:06.917973
1,1_1_179_791_2018-11-19 15:08:16.187235
1,1_1_179_813_2018-11-19 15:10:06.218999
1,1_1_179_801_2018-11-19 15:18:31.098803
0,1_1_191_782_2018-11-19 15:21:57.152788
1,1_1_179_800_2018-11-19 15:21:58.148746
0,1_1_179_779_2018-11-19 15:29:48.981101
1,1_1_191_780_2018-11-19 15:30:25.434603
1,1_1_191_808_2018-11-19 15:33:00.229433
1,1_1_191_795_2018-11-19 15:33:22.515211
1,1_1_191_807_2018-11-19 15:35:58.042703
0,1_1_194_818_2018-11-19 15:37:04.164359
0,1_1_179_797_2018-11-19 15:44:03.433004
0,1_1_179_777_2018-11-19 15:45:28.702673
0,1_1_179_810_2018-11-19 15:45:50.632509
1,1_1_179_788_2018-11-19 15:48:38.524974
1,1_1_179_783_2018-11-19 15:50:35.086537
1,1_1_179_798_2018-11-19 15:52:09.256422
1,1_1_191_802_2018-11-19 15:59:25.850899
1,1_1_179_796_2018-11-19 15:59:50.630860
1,1_1_179_794_2018-11-19 16:03:02.694850
0,1_1_191_792_2018-11-19 16:07:39.442353
1,1_1_191_805_2018-11-19 16:16:37.292085
1,1_1_191_803_2018-11-19 16:16:59.493483
0,1_1_191_806_2018-11-19 16:19:49.991909
0,1_1_191_778_2018-11-19 16:21:54.455506
0,1_1_191_811_2018-11-19 16:22:39.140888
0,1_1_191_804_2018-11-19 16:28:03.712777
2,1_1_191_793_2018-11-19 16:37:28.871465
0,1_1_191_786_2018-11-19 16:40:51.862161
1,1_1_191_784_2018-11-19 16:43:30.611802
1,1_1_193_829_2018-11-19 18:29:03.089496
1,1_1_193_816_2018-11-19 19:19:33.943358
0,1_1_179_796_2018-11-19 19:22:26.323486
0,1_1_179_790_2018-11-19 19:37:56.119705
2,1_1_179_810_2018-11-19 21:26:03.422845
2,1_1_191_793_2018-11-19 21:57:31.872997
2,1_1_191_811_2018-11-19 22:13:50.181855
2,1_1_194_821_2018-11-19 23:05:05.632296
2,1_1_178_828_2018-11-19 23:51:40.531418
2,1_1_193_827_2018-11-20 00:03:59.282325
2,1_1_178_823_2018-11-20 00:06:43.474039
2,1_1_193_819_2018-11-20 01:51:58.394650
2,1_1_193_819_2018-11-20 03:04:05.270817
1,1_1_194_821_2018-11-20 13:37:37.820302
1,1_1_191_789_2018-11-20 13:42:05.902948
1,1_1_178_823_2018-11-20 13:48:37.172999
1,1_1_193_819_2018-11-20 14:11:02.863150
1,1_1_191_785_2018-11-20 14:11:33.421450
1,1_1_193_827_2018-11-20 14:13:53.442684
1,1_1_179_796_2018-11-20 14:14:08.370014
1,1_1_193_820_2018-11-20 14:16:09.133749
1,1_1_178_828_2018-11-20 14:24:48.081519
1,1_1_178_817_2018-11-20 14:37:06.785738
1,1_1_179_787_2018-11-20 14:41:58.560323
1,1_1_179_799_2018-11-20 14:44:34.942349
1,1_1_194_826_2018-11-20 14:55:55.960749
1,1_1_193_825_2018-11-20 15:01:57.540631
1,1_1_193_829_2018-11-20 15:06:13.490860
1,1_1_179_791_2018-11-20 15:08:00.151492
0,1_1_194_818_2018-11-20 15:09:12.629592
1,1_1_178_824_2018-11-20 15:09:34.773244
2,1_1_191_812_2018-11-20 15:10:09.323769
0,1_1_194_822_2018-11-20 15:11:15.872602
1,1_1_179_815_2018-11-20 15:15:09.880749
0,1_1_193_816_2018-11-20 15:16:44.800251
1,1_1_179_794_2018-11-20 15:19:06.107581
1,1_1_191_780_2018-11-20 15:27:11.983914
0,1_1_179_810_2018-11-20 15:30:55.479212
1,1_1_179_800_2018-11-20 15:32:04.530038
0,1_1_179_783_2018-11-20 15:40:08.446716
0,1_1_179_781_2018-11-20 15:43:13.609039
1,1_1_191_795_2018-11-20 15:49:43.338121
2,1_1_191_778_2018-11-20 15:53:00.911435
0,1_1_179_797_2018-11-20 15:56:35.586621
2,1_1_179_798_2018-11-20 16:00:37.788265
1,1_1_179_777_2018-11-20 16:11:59.980241
0,1_1_191_811_2018-11-20 16:17:51.458943
1,1_1_191_782_2018-11-20 16:17:54.439664
1,1_1_179_813_2018-11-20 16:24:34.625902
1,1_1_179_801_2018-11-20 16:29:23.000306
0,1_1_179_779_2018-11-20 16:37:47.830148
2,1_1_179_790_2018-11-20 16:40:48.071450
0,1_1_191_807_2018-11-20 16:51:36.974087
2,1_1_191_806_2018-11-20 16:58:46.041447
1,1_1_191_802_2018-11-20 17:12:43.473834
2,1_1_191_803_2018-11-20 17:16:04.708189
0,1_1_191_805_2018-11-20 17:19:12.102353
1,1_1_191_784_2018-11-20 17:42:40.631462
1,1_1_191_792_2018-11-20 17:51:26.113970
1,1_1_191_786_2018-11-20 18:14:46.536791
2,1_1_191_808_2018-11-20 18:21:47.148885
2,1_1_191_793_2018-11-20 18:32:44.618725
2,1_1_179_798_2018-11-20 20:14:32.561886
2,1_1_194_822_2018-11-20 20:21:31.696606
2,1_1_191_778_2018-11-20 21:01:10.894309
2,1_1_179_788_2018-11-20 21:01:52.624828
2,1_1_193_816_2018-11-20 21:13:42.565883
2,1_1_179_783_2018-11-20 21:26:48.954335
2,1_1_179_813_2018-11-20 21:51:07.756966
1,1_1_194_821_2018-11-21 13:49:06.998304
1,1_1_178_823_2018-11-21 14:14:44.812207
1,1_1_193_819_2018-11-21 14:15:37.971766
1,1_1_178_828_2018-11-21 14:24:00.642207
0,1_1_178_817_2018-11-21 15:44:40.820396
2,1_1_194_822_2018-11-21 16:14:06.835317
0,1_1_179_810_2018-11-21 16:21:44.597542
2,1_1_178_824_2018-11-21 16:53:23.604384
0,1_1_194_826_2018-11-21 17:11:40.785144
0,1_1_193_829_2018-11-21 17:19:16.244612
2,1_1_193_820_2018-11-21 21:09:55.104725
2,1_1_193_829_2018-11-22 18:31:06.575322
1,1_1_178_823_2018-11-23 13:44:07.381995
2,1_1_178_828_2018-11-23 17:38:32.531959
2,1_1_193_829_2018-11-23 19:13:46.916730
1,1_1_194_826_2018-11-24 09:01:18.207851
1,1_1_194_818_2018-11-24 16:34:17.277173
2,1_1_194_821_2018-11-24 22:27:29.623477
1,1_1_194_826_2018-11-25 08:56:57.703797
1,1_1_194_821_2018-11-25 16:25:44.053539
0,1_1_194_818_2018-11-25 18:58:54.061691
2,1_1_178_817_2018-11-25 20:15:29.418310
2,1_1_178_824_2018-11-25 20:53:24.315841
0,1_1_193_816_2018-11-25 21:24:27.194095
2,1_1_178_828_2018-11-25 22:12:32.688371
2,1_1_178_824_2018-11-26 02:32:56.176069
2,1_1_194_821_2018-11-26 03:49:26.782014
1,1_1_193_827_2018-11-26 12:40:27.973711
1,1_1_191_785_2018-11-26 13:38:52.542769
1,1_1_178_823_2018-11-26 13:45:51.652484
1,1_1_179_800_2018-11-26 14:09:09.263151
1,1_1_193_820_2018-11-26 14:09:52.492847
1,1_1_179_815_2018-11-26 14:18:03.692066
1,1_1_193_819_2018-11-26 14:22:08.302013
1,1_1_179_781_2018-11-26 14:24:20.915403
1,1_1_193_825_2018-11-26 14:29:57.024187
1,1_1_194_821_2018-11-26 14:42:36.812451
1,1_1_179_799_2018-11-26 14:42:57.324508
1,1_1_193_829_2018-11-26 14:44:24.843916
1,1_1_179_810_2018-11-26 14:49:47.044293
0,1_1_178_817_2018-11-26 14:52:20.462940
1,1_1_194_818_2018-11-26 14:58:22.866388
0,1_1_191_793_2018-11-26 15:05:01.686071
1,1_1_191_811_2018-11-26 15:13:44.939242
0,1_1_191_812_2018-11-26 15:17:04.694429
1,1_1_178_824_2018-11-26 15:21:57.216603
1,1_1_179_777_2018-11-26 15:25:59.339626
1,1_1_193_816_2018-11-26 15:26:22.301157
0,1_1_191_802_2018-11-26 15:28:20.323483
0,1_1_191_803_2018-11-26 15:28:57.748993
1,1_1_179_796_2018-11-26 15:30:41.427387
0,1_1_179_798_2018-11-26 15:37:19.391661
0,1_1_194_822_2018-11-26 15:41:42.591842
1,1_1_191_795_2018-11-26 15:45:30.304480
1,1_1_179_791_2018-11-26 15:49:58.384433
1,1_1_179_809_2018-11-26 15:58:23.253542
0,1_1_191_778_2018-11-26 16:02:36.575587
1,1_1_191_808_2018-11-26 16:09:38.116456
1,1_1_191_805_2018-11-26 16:11:41.397355
0,1_1_179_783_2018-11-26 16:16:02.303119
0,1_1_179_813_2018-11-26 16:23:25.111626
0,1_1_179_788_2018-11-26 16:27:26.600358
1,1_1_191_782_2018-11-26 17:18:20.683179
2,1_1_178_817_2018-11-26 19:33:26.747826
0,1_1_191_807_2018-11-26 20:13:53.297660
0,1_1_179_797_2018-11-26 20:31:47.932308
2,1_1_193_820_2018-11-26 20:38:01.967343
2,1_1_191_784_2018-11-26 21:58:15.743030
2,1_1_179_801_2018-11-26 22:37:49.932028
2,1_1_193_825_2018-11-26 23:38:51.386926
2,1_1_178_828_2018-11-27 01:14:12.632293
2,1_1_194_818_2018-11-27 01:48:00.183877
2,1_1_178_823_2018-11-27 06:39:12.483099
1,1_1_191_789_2018-11-27 13:46:02.460618
0,1_1_178_823_2018-11-27 13:46:50.051004
0,1_1_179_801_2018-11-27 13:59:37.794456
1,1_1_191_785_2018-11-27 14:00:12.915131
1,1_1_193_827_2018-11-27 14:00:58.874022
0,1_1_194_822_2018-11-27 14:07:11.995653
1,1_1_193_819_2018-11-27 14:11:01.635849
0,1_1_194_826_2018-11-27 14:24:44.392755
1,1_1_193_820_2018-11-27 14:25:18.306357
1,1_1_178_828_2018-11-27 14:27:40.294211
0,1_1_179_796_2018-11-27 14:33:43.875696
1,1_1_179_810_2018-11-27 14:36:22.438139
0,1_1_194_818_2018-11-27 14:37:25.092274
0,1_1_191_802_2018-11-27 14:46:02.688841
0,1_1_179_799_2018-11-27 14:48:04.977277
0,1_1_179_783_2018-11-27 14:50:31.447509
1,1_1_193_829_2018-11-27 14:52:35.239682
1,1_1_194_821_2018-11-27 14:54:53.413356
1,1_1_178_824_2018-11-27 14:55:52.890208
1,1_1_179_815_2018-11-27 14:58:23.088394
1,1_1_193_816_2018-11-27 14:59:42.108055
1,1_1_179_790_2018-11-27 15:00:01.629222
1,1_1_193_825_2018-11-27 15:00:30.887767
1,1_1_179_791_2018-11-27 15:01:33.767594
1,1_1_179_787_2018-11-27 15:09:21.744404
1,1_1_179_777_2018-11-27 15:12:42.486268
1,1_1_191_812_2018-11-27 15:13:04.103637
1,1_1_179_798_2018-11-27 15:13:29.162681
0,1_1_179_797_2018-11-27 15:15:25.423919
2,1_1_179_781_2018-11-27 15:21:17.013247
1,1_1_179_794_2018-11-27 15:23:31.113077
1,1_1_191_780_2018-11-27 15:26:48.695153
2,1_1_179_788_2018-11-27 15:28:20.453048
1,1_1_191_803_2018-11-27 15:36:06.992919
1,1_1_191_795_2018-11-27 15:41:37.171297
1,1_1_191_778_2018-11-27 15:43:18.182371
1,1_1_179_809_2018-11-27 15:43:44.011115
1,1_1_191_782_2018-11-27 15:44:48.731293
0,1_1_191_808_2018-11-27 15:45:19.472758
1,1_1_179_779_2018-11-27 15:46:29.220683
1,1_1_179_813_2018-11-27 15:46:53.762167
0,1_1_191_811_2018-11-27 15:51:50.439980
1,1_1_191_805_2018-11-27 16:05:23.101241
2,1_1_191_786_2018-11-27 16:05:54.081199
1,1_1_191_807_2018-11-27 16:08:53.960528
0,1_1_191_806_2018-11-27 16:11:26.952796
1,1_1_191_793_2018-11-27 16:11:29.613102
1,1_1_191_784_2018-11-27 16:12:55.265056
2,1_1_191_804_2018-11-27 16:16:39.756420
1,1_1_191_792_2018-11-27 16:18:17.383490
2,1_1_179_781_2018-11-27 17:30:48.850310
2,1_1_179_781_2018-11-27 20:22:13.344631
2,1_1_179_777_2018-11-27 20:46:05.413030
2,1_1_179_788_2018-11-27 20:56:32.242402
2,1_1_191_804_2018-11-27 21:13:55.291959
2,1_1_179_779_2018-11-27 21:18:49.200411
2,1_1_191_786_2018-11-27 21:35:20.670212
0,1_1_193_816_2018-11-27 21:42:18.549747
2,1_1_193_829_2018-11-27 23:18:22.492308
2,1_1_193_827_2018-11-28 00:06:12.062936
2,1_1_178_823_2018-11-28 00:18:44.311698
2,1_1_178_817_2018-11-28 00:35:13.484347
2,1_1_178_828_2018-11-28 01:09:25.132201
1,1_1_193_819_2018-11-28 01:19:33.851553
2,1_1_178_828_2018-11-28 03:33:19.353292
1,1_1_193_827_2018-11-28 13:18:01.117978
1,1_1_191_789_2018-11-28 13:43:52.790422
1,1_1_178_823_2018-11-28 13:45:46.849597
1,1_1_193_820_2018-11-28 13:52:31.471024
1,1_1_193_819_2018-11-28 14:10:17.641416
1,1_1_193_825_2018-11-28 14:15:54.672058
1,1_1_179_810_2018-11-28 14:18:41.500459
1,1_1_178_828_2018-11-28 14:30:14.111009
1,1_1_193_816_2018-11-28 14:37:33.928198
1,1_1_194_818_2018-11-28 14:42:43.864971
1,1_1_179_797_2018-11-28 14:46:38.952809
1,1_1_179_799_2018-11-28 14:46:46.228768
1,1_1_191_802_2018-11-28 15:02:19.617297
1,1_1_179_809_2018-11-28 15:02:32.661739
1,1_1_178_824_2018-11-28 15:05:18.407353
0,1_1_191_803_2018-11-28 15:05:37.599578
1,1_1_179_791_2018-11-28 15:06:28.721147
0,1_1_179_783_2018-11-28 15:06:32.962113
0,1_1_179_796_2018-11-28 15:07:48.801230
0,1_1_179_800_2018-11-28 15:10:37.359282
1,1_1_191_785_2018-11-28 15:11:43.971425
1,1_1_179_788_2018-11-28 15:15:48.361270
0,1_1_179_781_2018-11-28 15:15:57.442798
1,1_1_179_777_2018-11-28 15:16:18.520750
0,1_1_179_790_2018-11-28 15:19:16.158541
2,1_1_191_811_2018-11-28 15:19:27.532189
1,1_1_191_807_2018-11-28 15:21:44.074758
1,1_1_191_780_2018-11-28 15:23:43.060571
0,1_1_179_779_2018-11-28 15:27:39.191299
0,1_1_179_801_2018-11-28 15:35:31.294521
0,1_1_191_812_2018-11-28 15:36:14.820961
2,1_1_179_813_2018-11-28 15:38:40.909848
0,1_1_179_787_2018-11-28 15:45:52.242630
1,1_1_191_782_2018-11-28 15:46:58.373498
0,1_1_179_798_2018-11-28 15:51:03.549298
1,1_1_191_792_2018-11-28 15:51:09.951777
1,1_1_191_778_2018-11-28 15:51:11.455014
1,1_1_191_808_2018-11-28 15:53:51.102543
0,1_1_191_784_2018-11-28 15:53:56.147931
0,1_1_191_793_2018-11-28 15:54:16.695950
0,1_1_191_804_2018-11-28 15:56:09.910426
1,1_1_191_805_2018-11-28 15:57:05.546884
1,1_1_191_786_2018-11-28 15:58:59.845084
1,1_1_179_794_2018-11-28 15:59:22.408373
2,1_1_191_806_2018-11-28 16:28:07.132608
1,1_1_191_811_2018-11-28 17:26:24.956619
